index,요리이름,칼로리,탄수화물,단백질,지질,나트륨,콜레스테롤,식이섬유,칼슘,비타민c,당류
2939,치즈해시브라운,17.3,11.8,29.6,23.9,24.4,59.3,11.7,26.2,70.2,0.0
2940,머쉬룸크림파스타,13.5,5.4,6.9,43.9,15.7,23.7,9.9,4.4,11.3,0.0
2942,쿠시카츠,52.0,31.1,87.3,78.7,128.4,146.8,18.6,26.1,3.1,11.7
2943,리코타치즈,24.1,2.0,4.8,96.2,31.6,41.6,0.5,11.8,15.0,0.0
2944,연두부티라미수,16.9,6.6,17.3,47.8,10.8,33.6,1.6,15.2,0.0,0.9
2945,두부무침,8.6,2.2,20.4,24.5,22.3,0.1,15.1,21.0,4.0,0.0
2946,누텔라크레페,32.5,27.0,21.6,13.9,22.4,51.7,19.4,18.0,22.1,0.0
2947,마카로니샐러드,6.4,2.1,1.9,21.3,40.0,4.8,3.5,1.3,34.1,0.0
2948,마약토스트,14.8,9.4,5.5,35.9,8.2,18.7,4.8,1.8,0.0,0.0
2950,쥐포조림,11.2,8.7,33.2,9.5,39.4,25.1,12.3,8.0,19.9,0.0
2952,가짜피,7.1,6.9,0.1,0.1,0.0,0.0,0.0,0.3,0.0,0.0
2953,삼겹살피자,31.4,7.6,59.7,72.6,51.3,36.6,9.8,41.7,13.1,0.0
2955,LCHF 삼겹살 야채볶음,43.5,1.4,68.1,153.2,30.6,58.9,8.9,8.6,99.6,0.0
2956,LCHF 치즈롤&방탄커피,31.3,4.9,26.2,111.7,55.8,63.5,0.0,51.2,0.0,0.0
2958,LCHF 버터치즈후라이,24.1,5.4,43.2,69.3,54.7,231.3,5.2,35.8,20.5,0.0
2959,LCHF 갈비살오믈렛,36.3,4.0,53.6,118.2,42.3,331.0,0.0,37.2,0.0,0.0
2960,LCHF 견과스프,41.5,3.0,22.3,164.5,4.8,42.0,19.9,23.3,0.0,0.0
2961,LCHF 고기그라탕,36.5,3.3,21.1,131.7,36.4,72.3,6.4,37.8,30.0,0.0
2962,LCHF 버섯스크램블,36.4,3.2,43.6,129.9,53.1,351.4,11.6,13.6,1.7,0.0
2963,LCHF 대패삼겹숙주볶음,43.9,1.9,68.2,153.8,55.1,58.4,13.6,7.0,72.2,1.3
2964,LCHF 치즈샌드2조각,17.6,4.1,27.6,51.9,37.1,31.0,0.0,44.1,0.0,0.0
2965,LCHF 가지피자,43.1,8.4,51.2,133.5,45.1,255.2,17.6,45.2,50.0,0.0
2966,LCHF 달걀샐러드,25.5,2.1,42.8,83.3,38.5,316.9,3.3,14.5,19.6,0.0
2968,LCHF 닭가슴살스테이크,50.7,1.5,94.0,173.4,55.4,122.6,7.4,11.1,32.0,0.0
2969,LCHF 달걀김치부침개,44.0,7.9,91.7,123.8,146.8,535.5,15.4,65.9,16.8,0.0
2970,LCHF 고등어버터구이,42.3,3.4,87.8,131.4,44.6,108.2,3.2,37.0,29.1,0.0
2971,고추참치 비빔면,35.7,33.5,54.6,40.3,125.6,28.2,17.6,5.1,0.0,0.0
2974,매콤어묵볶음,3.9,5.1,5.4,1.8,66.2,0.2,15.3,3.2,5.4,9.4
2975,콘치즈전,23.1,32.9,7.0,3.6,14.3,0.8,9.7,8.8,7.9,0.0
2977,새우호박볶음,6.1,2.8,33.8,3.4,22.6,44.8,17.6,26.1,62.1,11.0
2979,갓김치삼겹살찜,34.3,1.7,65.3,112.5,21.3,36.7,9.5,4.1,5.7,0.0
2981,콘치즈식빵,47.9,15.4,80.2,108.9,119.7,59.2,11.5,57.1,82.4,0.0
2983,떠먹는 감자피자,19.4,8.4,36.0,20.0,36.1,23.3,8.4,47.6,48.9,0.0
2984,곰탕까르보나라,28.8,5.4,42.6,53.8,42.5,37.8,6.1,50.7,6.3,0.0
2985,새우 품은 베이컨 볶음밥,37.7,22.9,50.5,22.3,38.9,36.1,8.8,6.6,55.6,0.0
2987,쿠킹클래스,67.2,26.0,109.0,88.6,76.2,338.8,31.4,42.7,9.3,0.0
2988,삼겹살초밥,32.1,23.2,42.8,56.1,2.5,18.3,3.4,1.9,1.0,0.0
2989,콩나물무침,4.1,1.6,9.4,12.7,4.1,0.0,14.6,5.2,5.9,0.0
2990,그릴드치즈토스트,21.9,13.3,23.6,46.7,28.2,30.5,9.5,27.6,0.0,0.0
2991,고추장어묵볶음,5.4,5.3,12.1,2.8,27.5,2.4,3.7,5.2,1.8,0.0
2992,명엽채볶음,1.2,1.2,0.7,1.8,11.0,0.0,0.5,0.5,0.4,0.0
2993,라면강정,10.8,8.3,7.4,19.0,31.7,0.2,7.6,5.0,0.0,0.5
2994,렌틸콩 파스타,20.1,24.0,21.8,4.8,1.0,0.0,14.3,1.2,4.2,0.0
2999,오징어버터볶음밥&오징어숙회,43.2,23.7,152.6,45.7,96.2,365.7,9.0,20.1,14.5,0.0
3002,솔티드 카라멜 크루통,14.6,20.6,5.3,3.6,1.2,1.8,4.8,1.4,0.0,0.0
3003,곤약쫄면,6.5,5.6,11.4,9.8,26.8,0.0,16.3,7.2,6.1,4.7
3004,콩나물 코다리찜,15.0,2.4,104.3,11.1,24.4,72.8,21.0,23.0,13.5,0.0
3005,소고기볶음밥,10.7,1.7,40.5,22.4,13.3,18.8,5.4,6.6,7.3,0.0
3006,해물떡볶이전골,12.9,15.7,18.4,1.5,8.5,40.2,25.1,3.4,0.0,0.0
3007,김치콩나물국,2.6,2.5,13.6,3.5,69.1,0.0,24.4,13.2,21.8,0.0
3008,요거트 카레닭,66.2,8.4,231.0,140.8,95.6,161.0,26.0,31.8,21.8,0.0
3009,차슈비빔라면,43.9,40.6,57.8,55.5,102.5,21.1,38.1,8.8,28.8,0.0
3010,치즈뚝배기파스타,51.4,15.1,84.2,69.0,267.9,54.7,25.7,116.9,48.1,0.0
3015,병아리콩 카레,20.3,20.8,27.2,22.0,24.3,13.0,41.3,45.9,86.9,0.0
3016,과일프렌치토스트,45.0,21.6,51.0,110.7,33.7,243.2,16.1,28.2,1.0,0.5
3017,볶은 아마씨 샤브레,61.1,45.1,23.3,124.2,27.4,105.7,12.5,7.4,0.0,0.0
3018,팟 가파오,23.8,9.4,82.2,38.5,40.3,44.5,26.0,8.1,286.4,0.0
3019,감바스,69.3,3.5,44.2,266.6,30.1,58.3,15.0,14.4,13.9,2.0
3020,시저 샐러드,35.5,6.9,26.5,122.5,42.4,32.7,6.2,45.9,11.6,0.0
3022,달걀조림,34.3,8.8,84.0,82.2,29.1,598.5,17.9,24.6,6.1,11.7
3023,초간단 꽁치김치찌개,43.3,3.3,99.1,133.1,357.0,71.5,24.0,117.3,28.5,0.0
3024,투움바파스타,40.8,5.4,46.6,113.0,36.1,97.0,18.4,30.1,60.7,0.0
3025,마늘빵과 알리오올리오,115.5,97.7,110.8,202.3,184.4,52.2,213.0,85.8,126.8,31.2
3028,참치 김말이 튀김,10.1,8.1,32.5,6.5,20.5,36.4,13.2,9.5,15.1,0.0
3029,오지치즈후라이,3.9,1.7,10.9,6.4,14.0,8.4,0.0,20.5,0.0,0.0
3031,삼계탕,69.3,16.6,229.0,132.7,21.1,159.1,10.4,12.2,30.0,0.0
3034,마약옥수수,8.1,5.7,8.9,16.5,19.4,7.4,7.5,11.0,4.1,0.0
3035,매운돼지갈비찜,2.3,3.1,2.6,1.4,13.4,0.0,10.0,1.7,8.8,0.0
3036,감자볶음,3.9,4.1,8.0,2.5,11.6,2.6,7.8,2.5,27.1,0.0
3037,피자호떡,8.1,2.4,18.6,10.9,27.9,13.0,2.1,26.0,2.9,0.0
3041,고구마 치즈 고로케,12.2,12.3,16.9,10.0,11.8,46.7,9.2,21.1,25.0,0.0
3042,만능 양념참치,4.9,6.7,4.1,1.4,26.7,0.1,12.3,3.6,10.3,0.0
3044,사라다빵,13.5,10.1,13.3,24.9,10.8,31.7,11.8,4.3,26.0,0.0
3046,하와이안쉬림프,13.7,2.2,51.9,28.9,14.9,162.1,6.2,18.3,10.1,0.0
3053,알리오올리오,49.0,24.7,14.9,134.7,64.6,0.0,46.8,1.8,5.6,0.0
3056,굴떡국,73.1,64.1,119.6,73.0,33.2,219.8,16.3,25.4,16.5,0.0
3057,고구마조림,4.9,7.2,2.4,0.3,10.1,0.0,7.0,2.7,18.8,0.0
3060,레몬대하구이,10.8,0.9,83.2,3.5,15.1,246.7,3.0,29.3,28.4,0.0
3062,얼큰해물짬뽕우동,15.6,14.2,46.9,3.8,18.4,76.3,14.4,14.2,20.2,0.0
3064,얼갈이 된장국,10.5,1.6,41.9,25.2,20.4,5.6,23.5,50.3,0.5,0.0
3065,크래미 치즈 샌드위치,39.4,18.7,40.7,89.3,65.4,40.8,13.6,49.6,27.2,4.2
3066,꽈리고추 나물,2.3,1.9,4.4,4.5,18.4,0.0,20.6,2.0,38.7,0.0
3068,굴샐러드,5.2,2.6,8.0,11.7,9.1,9.3,2.1,6.0,16.2,0.0
3069, 전복죽,12.3,11.9,14.4,12.8,27.9,12.8,7.4,6.6,17.1,0.0
3070,치즈김치전,18.1,14.1,40.2,15.0,16.7,60.6,7.6,31.1,4.0,0.0
3071,김밥김말이,19.8,22.6,6.4,21.6,24.0,0.0,22.5,15.3,13.6,0.0
3072,사골양지머리수육,4.2,2.6,1.9,10.2,22.4,0.3,0.2,0.6,0.8,0.0
3073,옥수수버터또띠아,20.9,14.7,29.0,27.5,31.5,21.5,18.5,45.9,0.0,1.2
3074,양파덮밥,14.9,9.9,35.4,21.1,98.2,200.2,17.1,14.2,28.2,0.0
3075,스파이시 튜나 베이크드 파스타,35.5,35.5,88.9,11.7,134.6,9.2,79.1,24.6,43.2,0.0
3076,돼지안심 스테이크,2.2,3.3,5.3,0.3,0.5,0.0,24.4,1.1,7.3,0.6
3077,레드와인비네가 샐러드,57.7,34.9,106.5,99.7,35.9,399.0,89.2,35.7,262.2,16.1
3078,명란젓 오차즈케,18.0,22.0,27.9,3.0,73.3,48.2,5.0,6.2,5.2,0.0
3079,맥주안주 3종,9.4,9.4,17.2,7.4,7.9,51.6,13.9,9.9,66.4,0.0
3081,크로와상 샌드위치,57.8,35.1,49.5,130.1,76.2,50.4,32.3,34.1,41.0,1.0
3082,몬테크리스토 샌드위치,51.4,26.3,83.9,59.4,41.9,414.8,15.8,46.1,4.9,0.0
3083,홈메이드누텔라,9.1,6.3,6.7,25.4,2.9,0.0,4.6,11.5,0.7,1.0
3085,간장새우장&계란밥,17.1,13.7,53.1,12.9,402.5,123.1,19.7,18.0,20.7,0.0
3087,가지된장덮밥,23.5,26.8,29.6,14.0,5.3,11.3,26.2,8.1,34.4,0.0
3088,병아리콩 강정,1.0,1.6,0.0,0.1,0.1,0.0,1.1,0.0,0.0,2.3
3089,제육볶음,22.6,10.3,60.6,39.2,68.0,30.2,11.9,6.0,17.0,0.0
3090,쌈장열무비빔밥,23.6,22.1,30.8,33.3,5.1,99.8,9.8,5.0,0.0,0.0
3093,해물 순두부,11.1,1.9,66.2,10.1,42.7,143.3,7.1,19.5,9.8,0.0
3094,갑오징어볶음,2.3,3.2,5.0,0.3,0.3,0.3,8.8,2.8,9.4,0.0
3095,데리야끼치킨덮밥,13.8,1.4,110.8,2.2,5.5,58.3,5.8,2.5,12.1,0.0
3096,치킨치즈오븐스파게티,37.6,27.0,122.9,12.1,21.5,59.2,16.7,32.9,9.9,0.0
3097,주꾸미연포탕,6.1,1.3,41.7,2.7,34.2,160.7,4.4,8.0,19.8,5.5
3098,중국식 감자채볶음,4.5,6.0,7.0,0.3,15.3,0.0,8.5,1.0,75.4,0.0
3099,목이버섯 볶음,4.5,4.7,5.9,6.2,45.1,0.0,17.5,7.1,6.5,0.0
3100,오징어밥,3.4,2.5,14.1,1.0,12.1,26.8,0.4,1.7,0.9,0.0
3101,달걀 순두부국,6.1,1.4,21.4,11.7,23.0,110.2,2.1,25.9,4.3,0.0
3103, 바지락 순두부 찌개,13.7,2.9,34.7,36.0,65.9,108.2,9.4,17.3,6.0,0.0
3104,베이컨 달걀 크레페,34.5,15.2,48.5,61.5,32.6,223.4,6.2,17.5,2.9,0.0
3105, 치즈 베이컨 포테이토,241.5,8.7,35.8,1000.0,50.6,21.9,7.6,38.9,47.3,0.0
3106,신호등스팸구이,7.5,1.1,19.4,19.5,14.0,160.8,8.5,7.5,26.3,0.0
3107,계란국,6.9,1.1,22.2,15.6,7.9,151.9,0.8,12.1,2.6,0.0
3108,버섯덮밥,18.7,25.8,16.0,4.6,21.7,0.2,15.4,6.9,9.4,2.3
3109,소고기덮밥,28.1,12.0,61.3,56.2,101.1,32.0,17.6,8.5,4.0,0.0
3110,매콤새콤 단무지무침,8.1,12.7,6.1,2.0,156.0,0.0,30.3,8.9,38.7,0.0
3112,홈메이드갈릭마요네즈,99.3,7.1,23.1,408.5,41.4,102.9,3.8,20.9,1.6,0.0
3117,바지락 칼국수,17.2,14.6,57.6,7.3,217.4,44.0,22.7,4028.3,6.8,0.0
3119,차돌박이 나시고랭,40.7,29.4,107.2,45.2,143.1,225.0,15.3,19.4,22.6,0.0
3121,가래떡 떡볶이,22.6,28.5,25.2,5.7,140.6,2.3,17.6,10.3,10.2,0.0
3122,마크정식,31.7,28.2,24.6,38.2,3.9,5.8,2.0,6.1,0.4,25.0
3124, 클럽 샌드위치,35.9,17.9,34.0,88.3,68.7,122.7,11.8,21.6,0.7,0.0
3125, 매운 홍합 리조또,26.0,26.7,66.2,8.0,73.2,49.1,9.8,28.9,19.1,0.9
3126,허니바나나토스트,37.5,20.5,54.2,61.9,27.2,129.4,27.8,24.2,23.6,0.0
3127, 새우로제파스타,44.7,24.3,34.9,78.7,6.8,51.0,21.0,17.9,17.7,3.3
3128,렌틸콩 국수,45.6,55.2,77.0,7.1,124.5,0.0,160.2,50.2,78.3,3.2
3129,하야시라이스,9.0,5.0,11.7,19.6,2.8,25.6,10.4,7.6,34.2,0.0
3131,버터연유시나몬 바게트,27.8,28.2,26.2,29.7,45.2,14.1,24.4,17.6,3.7,0.0
3132,오이양파무침,1.9,2.5,3.3,0.9,7.7,0.1,10.5,5.0,12.6,0.0
3134,참치샐러드 또띠아쌈,15.4,13.1,12.5,26.5,7.2,4.9,29.4,16.3,9.6,1.6
3135,두부멸치조림,7.5,3.4,15.2,18.7,19.4,0.1,14.0,14.9,4.5,0.0
3136,골뱅이비빔국수,20.6,25.4,34.2,17.4,139.7,0.0,32.4,13.0,9.3,0.0
3138,수플레오믈렛,15.7,5.5,40.6,30.9,14.5,299.5,0.0,11.7,0.0,0.0
3139,일본식계란말이김밥,32.0,29.8,50.2,36.2,22.6,249.4,22.6,18.6,16.9,0.0
3140,초콜릿파운드케이크,42.7,29.6,26.8,94.6,46.8,143.3,6.2,48.6,0.3,0.0
3142,감자수제비,5.0,1.2,15.1,10.6,5.1,99.8,2.9,5.6,13.2,3.7
3143,로제소스우동,24.1,10.9,37.7,15.3,36.6,31.4,5.3,5.4,1.4,0.0
3144,크림새우그라탕,8.2,1.8,56.4,2.8,20.3,79.7,4.3,18.1,6.9,0.0
3150,Braised Eggs,8.3,5.6,2.9,21.4,0.3,0.0,17.9,1.4,6.1,11.7
3156,Garlic Bread and Aglio Olio,73.5,50.8,56.8,141.2,141.4,52.2,26.5,48.2,1.4,0.0
3160,빠네스파게티,19.5,20.9,27.3,10.3,42.8,5.7,18.7,28.0,20.4,0.0
3161,배추국물떡볶이,2.3,3.0,2.1,0.4,7.8,0.6,2.1,2.6,2.7,0.0
3162,양배추두부장국,4.3,2.0,15.0,7.6,24.6,4.2,12.7,21.1,19.3,0.0
3163,버터갈릭쉬림프,15.2,3.0,9.5,53.9,64.4,26.6,9.0,9.3,14.2,0.0
3164,규카츠,64.8,7.5,4.4,262.8,101.2,0.0,14.7,6.5,0.0,0.0
3165,날개달린교자,0.7,0.9,0.8,0.1,0.0,0.0,0.4,0.2,0.0,0.0
3166,나폴리탄 파스타,40.4,30.5,43.4,29.2,38.6,12.5,25.9,7.0,74.9,0.0
3167,어묵탕,3.7,3.7,12.4,0.9,174.3,2.3,16.3,15.3,25.6,0.0
3172,오징어김치전,9.6,12.4,23.0,2.3,70.8,0.0,18.4,12.7,18.6,0.0
3173,불고기스파게티,18.9,23.6,23.6,0.6,1.4,0.0,14.3,16.7,6.2,0.0
3175,요거트아이스홍시,3.0,4.4,1.8,1.3,0.6,0.8,8.2,4.6,16.6,1.6
3177,고구마 베이컨 프리타타,16.8,5.9,27.7,23.1,31.0,108.1,5.0,14.5,14.9,0.0
3178,토마토 미트 파스타,24.8,22.7,21.7,6.0,41.8,0.2,28.6,9.4,50.1,3.3
3179,삼겹 라이스 샐러드,59.3,35.5,91.3,115.8,253.5,36.7,20.1,10.3,24.6,0.0
3180, 궁중 떡볶이,5.7,5.9,5.9,6.3,88.0,0.1,7.7,3.9,15.4,0.0
3181,간장물갈비,50.8,31.0,92.2,82.8,301.2,40.4,40.6,20.8,27.4,32.4
3182,가츠동,39.3,30.7,73.4,51.7,45.2,211.1,14.0,11.9,7.9,0.0
3183,설빙떡볶이피자,49.0,37.8,61.4,35.9,108.2,69.7,34.1,32.5,5.9,4.7
3184,연두부크림치즈딥,26.0,5.2,19.1,91.6,22.5,31.5,0.9,16.4,0.3,0.0
3185,계란말이김밥,37.0,23.4,43.6,78.5,10.3,199.5,15.4,22.8,41.8,0.0
3186,프랑스알리고,28.0,11.3,26.5,68.8,16.8,44.8,11.1,30.3,71.0,0.0
3187,쉑쉑버거,29.1,24.9,69.0,66.7,66.5,32.3,17.8,49.9,24.7,16.7
3188,팽이베이컨말이,18.8,1.2,23.7,20.5,34.1,15.4,5.9,1.4,7.3,0.0
3190,베이컨덮밥,52.4,24.5,56.8,35.3,72.1,31.2,11.9,5.5,12.9,0.0
3191,만두강정,8.9,6.8,9.7,14.8,25.9,30.5,11.2,3.3,0.7,0.0
3193,소떡꼬치,29.3,41.6,12.9,6.3,90.9,0.0,38.7,4.4,5.4,56.2
3194,밥반찬 2종세트,14.6,3.9,42.8,30.7,29.9,299.4,9.3,18.5,13.3,0.0
3195,새송이버섯 조림,10.5,15.0,15.2,1.8,133.4,0.0,47.8,2.7,10.7,18.7
3196,족발불고기,7.1,5.6,4.9,13.4,44.4,0.1,10.7,5.5,14.8,0.0
3198,봉골레파스타,43.5,25.9,58.2,62.6,113.1,33.0,16.8,23.0,8.6,2.4
3199,새우토스트,14.7,11.2,30.7,16.7,13.3,53.6,11.5,9.0,0.5,0.0
3200,고기만두,2.5,2.2,2.8,3.4,44.0,0.1,3.0,1.9,3.1,0.0
3201,치킨마요볶음밥,43.2,27.4,87.6,66.9,42.1,138.5,16.2,20.9,16.1,0.9
3202,장조림버터비빔밥,21.1,21.7,25.1,21.3,22.6,105.4,3.7,4.8,0.0,0.0
3203,콩나물밥,12.2,12.4,13.4,11.8,67.5,0.0,8.4,6.2,5.4,0.0
3204,꼬깔콘새우마요,2.3,0.3,4.1,7.3,11.7,7.2,1.3,3.8,1.8,0.0
3205,고추참치덮밥,17.9,20.8,26.5,9.5,0.3,13.9,6.5,3.6,6.6,0.0
3206,김치콩나물죽,10.6,14.6,13.9,1.7,17.7,2.8,6.8,8.3,2.3,0.0
3208,오트밀 바나나 죽,29.9,32.7,40.5,23.0,3.2,3.7,66.9,26.3,15.4,0.0
3210,매콤개운한 소갈비찜,54.8,3.5,108.0,168.7,22.7,81.7,25.4,6.2,72.8,0.0
3211,양지머리미역국,25.9,1.6,121.9,48.3,138.8,51.0,17.8,38.5,7.8,0.0
3212,닭고기잡채,12.5,6.1,78.5,2.4,6.9,35.0,39.2,12.6,55.3,0.0
3213,숙주를 곁들인 주꾸미볶음,2.4,1.9,13.8,1.1,2.0,0.0,19.2,8.1,56.0,0.0
3216,쇠고기미역국,3.3,0.7,2.4,11.9,40.8,0.7,1.9,1.9,0.9,0.0
3217,코울슬로,10.2,4.7,1.7,31.5,29.0,7.2,6.9,3.3,18.8,0.0
3218,홈메이드 치즈버거,25.7,13.8,47.8,46.1,46.8,49.2,12.1,33.6,19.9,8.5
3219,동태국,14.6,2.8,89.8,15.3,64.4,68.6,22.6,44.8,13.4,0.0
3221,소보루통식빵,76.9,72.9,64.8,90.9,62.6,30.0,33.5,34.3,1.1,0.0
3222,조각떡볶음밥,29.0,24.3,26.6,20.8,17.4,9.6,10.8,4.0,11.7,0.0
3223,피넛버터팝콘,25.1,3.7,8.6,98.2,24.4,35.8,8.2,3.3,0.4,0.0
3224,새우 초밥 샐러드,27.9,32.1,24.8,21.9,17.4,22.4,5.6,6.0,7.5,0.0
3225, 육개장,8.4,1.8,24.0,20.8,87.1,9.4,10.8,3.5,15.9,0.0
3226, 크림 파스타,28.9,22.9,33.0,27.3,32.5,13.9,38.6,33.0,17.7,0.0
3227,시래기 들깨 나물,6.7,1.5,4.6,23.2,40.1,0.0,3.9,2.6,1.6,0.0
3231,노른자장 비빔밥,20.6,13.2,32.9,38.2,295.9,269.0,6.2,21.6,14.0,0.0
3234,프라이팬 슈크림빵,23.9,21.2,25.1,29.2,22.7,90.2,8.1,11.7,0.4,0.0
3236,검은깨가루 샐러드,24.8,3.8,7.1,94.4,53.9,19.2,13.8,18.3,0.0,9.4
3237,발사믹드레싱의 그린샐러드,8.7,0.4,0.3,29.4,7.6,0.1,1.0,0.4,1.3,0.0
3239,스팸양배추마늘볶음,10.3,14.4,15.6,2.0,0.3,0.0,38.9,4.3,54.6,0.0
3240,오레오오즈 초코범벅,22.3,9.2,19.7,83.6,2.3,2.7,20.1,23.3,0.0,0.0
3241,콘치즈마카로니,22.1,8.5,27.5,50.3,54.2,24.8,21.3,41.0,4.1,0.0
3242,리코타치즈식빵컵&그릴치즈꼬치,11.1,9.7,19.4,12.1,17.3,11.2,10.2,24.8,67.4,1.0
3244,버터쿠키,46.0,34.3,19.2,90.5,25.4,88.3,10.0,14.5,0.0,61.6
3245,뱅쇼,25.5,10.1,2.3,0.5,1.4,0.0,7.0,8.9,40.4,6.3
3247,모듬구이야끼,19.0,12.1,19.1,18.5,21.0,8.6,7.0,2.3,3.3,0.0
3248,슈가칠리포테이토,5.7,4.9,11.3,8.0,10.7,2.6,11.5,12.5,6.0,1.6
3249,스테이크롤피자,32.3,27.3,37.9,37.6,25.7,53.2,22.1,29.9,49.5,3.2
3250,참깨비빔우동,12.6,7.7,19.7,24.7,11.5,102.1,9.4,18.4,8.8,0.0
3252,강아지 찹스테이크,21.0,8.2,74.3,32.6,28.8,25.5,20.2,22.2,34.9,0.0
3253,봉골레 파스타,38.1,31.0,27.6,17.9,17.4,0.1,57.7,14.2,33.8,14.3
3254,불고기 라이스 샐러드,40.8,29.9,52.4,70.7,98.6,28.4,6.0,5.0,4.1,0.0
3255,누꼴라 피자,14.4,11.4,21.5,12.6,15.8,10.5,18.8,33.5,3.8,1.2
3257,함박스테이크,36.9,31.0,91.4,32.0,114.0,155.0,9.7,16.8,14.9,0.0
3260,젓갈양념비빔밥,36.2,47.8,26.5,1.2,22.8,19.3,8.0,2.0,0.8,0.0
3261,베이컨랩닭다리구이,36.7,1.9,105.8,41.7,48.9,85.6,0.0,3.9,8.8,0.0
3262,아지타마고덮밥,17.9,13.3,41.6,21.4,319.2,199.5,3.2,13.5,8.0,0.0
3263,순두부 옥수수국수,8.9,3.0,16.8,23.4,50.7,20.9,10.0,45.1,7.5,4.7
3264,매콤홍합스튜,33.5,24.7,63.5,53.9,135.0,39.3,106.2,45.0,126.4,16.8
3265,허니 BBQ 팝콘치킨,11.9,4.4,75.9,1.7,33.9,40.8,4.6,2.6,3.1,0.0
3266,들깨수제비,22.6,21.2,30.0,28.5,72.2,0.0,38.7,31.8,8.3,0.0
3267,피자양파링,33.3,27.1,66.0,35.1,56.1,206.7,24.8,45.3,15.4,0.0
3270,스팸참치마요덮밥,10.0,2.2,30.3,22.2,24.6,104.6,3.6,9.0,5.2,1.4
3272,사과청경채초무침,3.2,3.4,2.4,4.5,4.9,0.0,12.7,8.3,29.0,2.3
3273,바나나치즈랩,23.8,12.0,37.5,36.5,28.6,24.5,11.4,53.0,7.2,1.2
3274,버섯무침,1.5,0.2,0.5,5.9,11.2,0.0,0.5,0.6,0.3,0.0
3275,쇠고기얼갈이해장국,10.1,4.2,38.1,16.4,85.1,10.6,23.2,9.3,17.0,0.0
3277,짬뽕까르보나라,23.1,5.5,36.0,30.1,37.6,24.9,3.0,44.5,7.0,0.0
3278,개구리 샌드위치,14.9,8.5,16.2,32.4,46.4,12.2,8.6,17.3,13.8,0.0
3282,어니언스테이크,36.7,10.4,95.3,83.1,65.7,59.4,19.8,13.7,24.1,0.0
3283,찹쌀로스트치킨,43.2,5.9,115.8,111.9,15.1,87.9,14.0,9.7,43.5,0.0
3284,바지락된장찌개,2.1,1.6,5.6,2.1,40.4,0.0,15.3,2.1,20.8,0.0
3286,백합봉골레,16.1,6.1,87.5,8.1,98.2,63.3,12.5,92.7,36.6,0.0
3287,참치순두부찌개,16.6,1.3,88.8,28.1,33.7,9.0,14.0,37.3,0.0,0.0
3289,소고기김피탕,40.0,25.1,70.3,67.0,51.2,64.9,6.2,10.1,9.2,0.0
3291, 찹스테이크,40.9,12.9,81.7,50.2,117.8,43.1,15.4,20.0,131.9,6.5
3292,스파이시 햄버거,30.1,36.1,64.6,55.4,85.2,136.5,79.8,65.1,62.2,28.8
3293, 도토리묵 무침,6.7,5.4,6.0,12.1,88.0,0.1,6.4,6.9,10.5,0.0
3294,스테이크 타코,27.6,19.1,50.3,17.8,108.1,15.7,25.5,20.1,22.1,5.1
3295,매운닭다리,5.4,7.2,4.1,2.0,47.0,0.0,8.5,3.1,1.9,4.7
3297,신전철판볶음밥,23.5,22.2,27.8,30.3,7.7,99.8,8.9,6.3,3.7,0.0
3298,신전볶음면,26.6,22.5,31.8,42.5,63.6,100.5,14.5,6.5,0.0,0.0
3299,메추리알토스트,12.2,5.8,14.9,28.7,14.9,85.8,4.9,5.0,0.0,0.0
3300,달고나러스크,7.5,9.4,5.3,3.6,1.2,1.8,4.8,1.2,0.0,0.0
3301,파송송계란탁토스트,9.4,6.0,18.9,13.7,5.9,101.5,5.3,5.5,1.0,0.0
3302,딸기누텔라롤,9.3,5.9,5.5,3.7,1.2,1.8,6.3,1.6,11.6,1.9
3303,쉬림프에그인헬,15.3,6.2,44.0,27.9,23.3,174.0,13.7,17.6,17.0,0.0
3305,딸기컵케이크,40.2,14.5,17.0,100.4,25.6,65.8,12.7,39.5,10.0,1.6
3307,딸기샌드위치,29.9,13.3,14.5,84.2,3.4,36.8,11.6,12.0,15.5,2.6
3308,치즈불짬뽕,31.5,2.1,9.2,5.7,83.7,5.4,0.0,12.7,0.5,0.0
3309,호르곤졸라피자,26.9,27.5,32.0,14.3,26.8,8.3,19.7,28.7,0.0,0.4
3312,메밀김치전,40.8,43.0,64.5,21.7,66.6,99.8,35.1,9.3,0.0,0.0
3313,김치말이찜,15.1,8.1,53.8,30.3,387.6,20.0,79.3,49.8,98.0,0.0
3314,컵케이크,47.3,32.5,23.0,101.4,27.0,116.8,7.1,11.8,0.4,0.0
3315,강아지 바나나 쿠키,16.3,18.2,18.9,9.8,0.9,44.8,30.4,4.6,7.2,0.0
3317,후무스,6.9,4.7,8.8,12.8,0.3,0.0,17.5,3.8,3.5,5.4
3319,당면조림,9.6,5.7,5.2,25.2,42.6,0.5,11.3,5.3,9.1,0.0
3322,바베큐 폭립,48.3,8.1,140.1,109.5,93.8,92.0,6.5,16.3,14.7,0.0
3323,대왕 브로콜리 크리스마스 트리,39.5,22.6,59.4,87.3,62.8,144.6,46.1,34.1,317.0,0.0
3325,치즈오븐스파게티,21.8,12.0,44.0,22.8,87.3,24.3,27.7,64.4,221.3,0.0
3327,중국식계란스프,10.0,4.7,28.0,15.8,60.2,151.2,3.4,14.0,3.0,0.0
3329,크림만두,17.9,8.7,41.2,33.5,70.7,24.6,5.5,91.9,8.2,0.0
